genome	completeness	contamination	strain heterogeneity	# unique markers (of 43)	# multi-copy	insertion branch uid	taxonomy (contained)	taxonomy (sister lineage)	gc	genome size (mbp)	gene count	coding density	sample
shRTC2_metabat_47.fasta	89.06	0.0	0.0	38	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	44.5821447858	1.536166	1386	0.889727412272	shRTC2
shRTC2_metabat_49.fasta	89.58	3.04	25.0	28	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	58.883564446	3.80915	4051	0.876655421813	shRTC2
shRTC2_metabat_51.fasta	78.85	2.03	20.0	28	2	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	58.9319087537	2.449354	2559	0.8690124008210001	shRTC2
shRTC2_metabat_52.fasta	78.22	4.78	50.0	36	2	UID2142	k__Bacteria	p__Cyanobacteria	32.85838161	1.731263	1941	0.8946046903329999	shRTC2
shRTC2_metabat_54.fasta	75.05	1.25	0.0	34	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.7694380721	3.015175	3230	0.883617700465	shRTC2
shRTC2_metabat_67.fasta	68.07	1.12	0.0	24	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.997561856400004	2.216085	2556	0.899955552246	shRTC2
shRTC2_metabat_70.fasta	45.85	0.03	0.0	26	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	44.599502056000006	0.677262	796	0.89636359341	shRTC2
shRTC2_metabat_72.fasta	34.45	0.0	0.0	23	0	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	55.9705358436	0.961358	1141	0.8616124274200001	shRTC2
shHF6_maxbin_003.fasta	98.89	0.48	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.710678181599995	1.988539	1605	0.851029323539	shHF6
shHF6_maxbin_004.fasta	100.0	4.81	7.14	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	54.8108158716	2.115118	1878	0.913610020812	shHF6
shHF6_maxbin_005.fasta	93.91	0.0	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.2320831013	2.028197	1693	0.875988377855	shHF6
shHF6_maxbin_008.fasta	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.595842981000004	2.227122	2053	0.900145120025	shHF6
shHF6_maxbin_011.fasta	89.08	0.57	0.0	41	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	44.9357792277	3.241196	2875	0.905106324949	shHF6
shHF6_maxbin_022_sub.fasta	96.94	4.38	20.0	37	2	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	58.779097096899996	3.732706	3861	0.878870449481	shHF6
shHF6_maxbin_023_sub.fasta	86.21	1.15	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	40.6134957184	3.53737	3443	0.897190285438	shHF6
shHF6_maxbin_025.fasta	97.97	0.68	0.0	43	0	UID1372	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__;g__;s__	36.8245738584	3.764372	3425	0.863106515509	shHF6
shHF6_maxbin_031.fasta	97.99	0.67	0.0	43	0	UID1234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_leptum	48.370501582399996	2.064082	1941	0.8763295256679999	shHF6
shHF6_maxbin_032.fasta	93.3	0.8	33.33	23	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.9549219087	2.161469	1847	0.8889361818279999	shHF6
shHF6_metabat_001.fasta	92.31	1.14	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.8114717013	2.044727	1986	0.892123985256	shHF6
shHF6_metabat_002.fasta	99.33	0.34	0.0	42	1	UID1369	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	45.2250770727	2.902654	2718	0.909460100997	shHF6
shHF6_metabat_003.fasta	99.46	0.0	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.6575533008	2.333662	1942	0.925402221916	shHF6
shHF6_metabat_006.fasta	98.85	1.63	25.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.17677543640001	3.412809	3163	0.90176244847	shHF6
shHF6_metabat_007.fasta	96.6	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.7691576345	2.629902	2232	0.887476035229	shHF6
shHF6_metabat_009.fasta	98.1	0.79	0.0	43	0	UID1343	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_2;g__Clostridium_2	unresolved	38.422011643000005	3.672463	3263	0.8695624707449999	shHF6
shHF6_metabat_012.fasta	88.89	0.85	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.0879903407	1.822431	1853	0.910185351325	shHF6
shHF6_metabat_014.fasta	98.3	0.64	50.0	35	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.8865331233	2.149188	1782	0.8874263210109999	shHF6
shHF6_metabat_015_sub.fasta	97.7	5.48	10.53	39	4	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.753725081499994	4.52681	4441	0.8986811905069999	shHF6
shHF6_metabat_016.fasta	97.91	1.72	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.8609273129	3.383399	3092	0.8797419399840001	shHF6
shHF6_metabat_020.fasta	98.66	0.0	0.0	43	0	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	49.3186618291	2.098296	2051	0.8749165989929999	shHF6
shHF6_metabat_021.fasta	99.46	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.64346469189999	2.6868380000000003	2235	0.909950283568	shHF6
shHF6_metabat_023.fasta	99.21	0.16	0.0	43	0	UID1339	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	unresolved	44.657690537700006	3.773103	3662	0.905890986808	shHF6
shHF6_metabat_024.fasta	96.12	1.27	0.0	41	0	UID1256	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	47.959930404	3.912753	3771	0.889381977344	shHF6
shHF6_metabat_027.fasta	55.14	0.0	0.0	40	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	48.458806985600006	2.078757	1627	0.8815888533390001	shHF6
shHF6_metabat_029.fasta	97.92	0.0	0.0	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	50.520732001999995	2.888626	2430	0.900935600524	shHF6
shHF6_metabat_032.fasta	96.16	0.0	0.0	42	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.911777378500005	2.46024	2017	0.892710060807	shHF6
shHF6_metabat_035.fasta	96.33	1.13	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0599935044	2.190094	1912	0.911426632829	shHF6
shHF6_metabat_036_sub.fasta	93.04	3.26	12.5	39	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.0611140587	4.226901	3853	0.897018170049	shHF6
shHF6_metabat_037.fasta	98.93	2.08	33.33	33	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	48.48535935939999	3.049254	2529	0.8992101018809999	shHF6
shHF6_metabat_038.fasta	96.98	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.252880144799995	2.18315	1834	0.923970867783	shHF6
shHF6_metabat_039.fasta	97.03	0.0	0.0	43	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	46.7959072628	3.755094	3151	0.879507410467	shHF6
shHF6_metabat_040.fasta	51.57	0.0	0.0	42	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	47.4489155229	1.831874	1530	0.895219867742	shHF6
shHF6_metabat_041.fasta	90.51	0.58	0.0	37	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.3067240183	5.883051	5183	0.905675983431	shHF6
shHF6_metabat_042.fasta	95.45	0.4	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.5115446084	2.590485	2216	0.925614315466	shHF6
shHF6_metabat_044.fasta	96.15	0.0	0.0	42	0	UID1237	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Subdoligranulum;s__	58.8553530863	2.559332	2243	0.8446133600489999	shHF6
shHF6_metabat_045_sub.fasta	93.83	0.0	0.0	39	0	UID1279	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_scindens	46.519537796	4.086186	3959	0.895933518445	shHF6
shHF6_metabat_047.fasta	96.02	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.8394781444	2.034969	1687	0.935202452715	shHF6
shHF6_metabat_051.fasta	96.82	0.0	0.0	29	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.23374110939999	2.536744	2320	0.883260983371	shHF6
shHF6_metabat_055.fasta	93.59	0.75	33.33	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.978675129399996	2.903326	2582	0.915760407202	shHF6
shHF6_metabat_057.fasta	75.89	5.0	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	35.348196938600005	1.7631880000000002	1989	0.887403952386	shHF6
shHF6_metabat_058.fasta	21.56	0.0	0.0	34	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	41.4207402064	0.449218	412	0.8626457532870001	shHF6
shHF6_metabat_060.fasta	91.85	0.69	0.0	38	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.17021418149999	2.40539	1966	0.8978494131929999	shHF6
shHF6_metabat_061.fasta	94.63	0.67	0.0	42	0	UID1239	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Ruminococcus	48.8782334813	2.832673	2605	0.837035549109	shHF6
shHF6_metabat_062.fasta	82.95	4.46	60.0	38	1	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.850375507399995	0.893093	922	0.89507139794	shHF6
shHF6_metabat_064.fasta	87.2	3.74	0.0	41	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.379835257799996	4.271367	4056	0.868742489231	shHF6
shHF6_metabat_065_sub.fasta	81.28	0.35	33.33	21	1	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.4882010679	1.4792809999999998	1388	0.873600080039	shHF6
shHF6_metabat_068.fasta	78.33	1.34	0.0	20	0	UID1373	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_xylanophilum	47.088545029799995	2.587021	2807	0.8990483648950001	shHF6
shHF6_metabat_069.fasta	87.35	0.57	0.0	25	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.069924618900004	2.260746	1986	0.924482449598	shHF6
shHF6_metabat_072.fasta	93.8	1.67	12.5	43	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	46.9889235997	4.514317	4204	0.860961026884	shHF6
shHF6_metabat_073_sub.fasta	80.03	5.59	45.45	29	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.4914870017	2.391995	2440	0.8920177508730001	shHF6
shHF6_metabat_074.fasta	91.56	0.31	0.0	15	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	unresolved	47.56070710220001	2.082796	1925	0.922206495499	shHF6
shHF6_metabat_075.fasta	77.43	0.56	0.0	41	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	32.5092560642	1.074457	1184	0.901046761294	shHF6
shHF6_metabat_077.fasta	78.41	0.13	0.0	30	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.434399418199995	2.236987	1983	0.901064691033	shHF6
shHF6_metabat_082.fasta	68.54	1.35	0.0	38	0	UID1109	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_2;f__Peptococcaceae	o__Clostridiales;g__Desulfonispora;s__Desulfonispora_thiosulfatigenes	48.9164604213	1.666756	1960	0.88865316819	shHF6
shHF6_metabat_088.fasta	42.46	0.42	20.0	31	4	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.657740128	1.335471	1544	0.849967539542	shHF6
shHF6_metabat_089.fasta	75.81	0.0	0.0	30	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.8513705229	1.215366	1440	0.879602523026	shHF6
shHF6_metabat_091_sub.fasta	53.21	0.0	0.0	25	0	UID3259	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	g__Bilophila;s__Bilophila_wadsworthia	61.7106305883	1.502691	1640	0.873313941456	shHF6
shHF6_metabat_100.fasta	34.71	0.04	0.0	32	0	UID1395	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	s__Clostridium_celatum	28.317093893699997	0.84867	961	0.865785287568	shHF6
shHF6_metabat_105_sub.fasta	48.56	0.0	0.0	28	0	UID2361	k__Bacteria;p__Tenericutes;c__Mollicutes	o__Acholeplasmatales;f__Acholeplasmataceae	29.2902486204	0.747672	944	0.8847529397920001	shHF6
shHF6_metabat_110.fasta	29.24	0.0	0.0	26	0	UID1212	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Peptostreptococcaceae_3;g__Clostridium_3	27.4521440646	0.524573	655	0.884002798467	shHF6
shRTC7_maxbin_001.fasta	98.36	0.94	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.1913005497	4.698792	4064	0.895178164941	shRTC7
shRTC7_maxbin_004_sub.fasta	99.52	0.48	100.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.074644522700005	1.927468	1650	0.918043256749	shRTC7
shRTC7_maxbin_007.fasta	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.476163243	2.213802	2053	0.897794382695	shRTC7
shRTC7_maxbin_008.fasta	96.43	0.0	0.0	42	0	UID1237	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Subdoligranulum;s__	58.753220652299994	2.582333	2247	0.84347758403	shRTC7
shRTC7_maxbin_010.fasta	98.56	0.88	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.0814136814	2.153753	1842	0.876333079977	shRTC7
shRTC7_metabat_08.fasta	94.3	2.01	0.0	43	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.6762277582	3.3492269999999995	3300	0.875819106916	shRTC7
shRTC7_metabat_09.fasta	93.56	1.34	33.33	43	0	UID1287	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__;s__	46.4425180337	3.982726	3627	0.888353856128	shRTC7
shRTC7_metabat_11.fasta	90.16	0.37	0.0	42	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.636954958500006	3.069839	2509	0.8804947099830001	shRTC7
shRTC7_metabat_12.fasta	96.79	0.0	0.0	31	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.898987219	2.732875	2261	0.903845583863	shRTC7
shRTC7_metabat_13.fasta	99.06	1.51	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.6738777805	2.981434	2462	0.8974550501540001	shRTC7
shRTC7_metabat_16.fasta	96.97	0.0	0.0	31	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.6527449041	2.357606	2051	0.923592406874	shRTC7
shRTC7_metabat_17.fasta	99.52	0.48	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.777992758100005	1.979207	1601	0.8513738077930001	shRTC7
shRTC7_metabat_18.fasta	98.16	1.87	0.0	43	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	44.5181001388	4.389029	4095	0.868918842869	shRTC7
shRTC7_metabat_19.fasta	95.67	2.59	0.0	42	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.918851277899996	4.522531	4199	0.904081143944	shRTC7
shRTC7_metabat_20_sub.fasta	95.72	0.38	0.0	42	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.8543393985	3.124562	2694	0.9121812913299998	shRTC7
shRTC7_metabat_21.fasta	98.39	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.5890001648	2.634841	2237	0.907525729257	shRTC7
shRTC7_metabat_25.fasta	96.34	0.69	33.33	39	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.813746895200005	2.596103	2174	0.927313746797	shRTC7
shRTC7_metabat_26.fasta	56.45	0.09	0.0	33	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	44.3085859204	1.412913	1267	0.866378892402	shRTC7
shRTC7_metabat_27.fasta	96.98	1.01	50.0	43	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	60.093727458900005	3.460144	3450	0.8810884749310001	shRTC7
shRTC7_metabat_30.fasta	89.13	0.38	0.0	30	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.7974424425	1.975199	1710	0.930861143611	shRTC7
shRTC7_metabat_36.fasta	49.33	0.16	100.0	36	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.37258446140001	0.917345	820	0.868533648736	shRTC7
shRTC7_metabat_38.fasta	83.43	0.94	0.0	21	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.1817920994	2.1680080000000004	1946	0.8918652514200001	shRTC7
shRTC7_metabat_43.fasta	75.75	0.38	0.0	25	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.601716991400004	1.6839939999999998	1659	0.924804363911	shRTC7
shRTC7_metabat_44.fasta	80.67	1.32	0.0	22	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.3969480038	1.848683	1737	0.90951666673	shRTC7
shRTC7_metabat_52.fasta	47.3	0.68	0.0	33	1	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.54144281	1.347668	1539	0.8810805035070001	shRTC7
shRTC7_metabat_56.fasta	54.72	0.38	0.0	34	0	UID2142	k__Bacteria	p__Cyanobacteria	33.717190023	1.40175	1678	0.8744341002320001	shRTC7
shRTC7_metabat_58.fasta	46.27	0.11	0.0	28	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	44.998518538199995	0.906859	1091	0.8886927295200001	shRTC7
shRTF6_maxbin_05.fasta	99.52	0.48	100.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.2967105333	1.88318	1634	0.919998619357	shRTF6
shRTF6_maxbin_12_sub.fasta	95.53	5.99	0.0	43	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.258465058	3.5276660000000004	3014	0.8817906797299999	shRTF6
shRTF6_maxbin_13.fasta	98.16	11.08	26.47	37	5	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.6627453176	2.250673	1928	0.8946706163	shRTF6
shRTF6_maxbin_24.fasta	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.596748323599996	2.1556580000000003	1974	0.9002448440340001	shRTF6
shRTF6_maxbin_31_sub.fasta	85.34	12.17	70.73	37	2	UID1293	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	47.263999555	3.891607	4113	0.8965519899619999	shRTF6
shRTF6_maxbin_33.fasta	44.08	0.09	0.0	24	1	UID2385	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_biforme	43.275958801	0.913695	1297	0.913757873251	shRTF6
shRTF6_metabat_01.fasta	98.56	0.16	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.239554302799995	2.083987	1763	0.8773192922990001	shRTF6
shRTF6_metabat_02.fasta	99.46	0.0	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.63076526	2.433446	2030	0.92213675586	shRTF6
shRTF6_metabat_05_sub.fasta	78.16	1.15	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	50.958149945	3.399934	2999	0.8936817597050001	shRTF6
shRTF6_metabat_06.fasta	97.77	0.8	0.0	25	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	65.0755282995	2.107675	1743	0.886928487551	shRTF6
shRTF6_metabat_07_sub.fasta	96.1	2.3	0.0	42	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	39.963069384200004	3.809767	3624	0.905013876177	shRTF6
shRTF6_metabat_08.fasta	96.58	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.3163732466	2.138922	1795	0.925414297483	shRTF6
shRTF6_metabat_09.fasta	98.28	0.38	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.7496883428	2.6273720000000003	2164	0.926201542834	shRTF6
